session_id,date,simulator_id,instructor_id,student_id,training_type,scheduled_duration_hours,actual_duration_hours,outcome,student_satisfaction_score
SESS-01297,2024-06-27,SIM-011,INST-017,STU-8010,Initial Training,5.0,5.4,Passed,4
SESS-00575,2024-06-27,SIM-010,INST-019,STU-4624,Initial Training,4.2,4.6000000000000005,Passed,5
SESS-02347,2024-06-27,SIM-005,INST-015,STU-6847,Upgrade Training,3.1,3.4,Passed,5
SESS-00055,2024-06-28,SIM-001,INST-011,STU-4673,Initial Training,2.1,2.3000000000000003,Passed,5
SESS-01931,2024-06-28,SIM-009,INST-015,STU-2155,Initial Training,3.6,3.3000000000000003,Passed,4
SESS-00394,2024-06-28,SIM-007,INST-007,STU-4490,Type Rating,4.4,4.5,Passed,3
SESS-01383,2024-06-28,SIM-002,INST-014,STU-7849,Type Rating,3.1,2.8000000000000003,Passed,3
SESS-01649,2024-06-28,SIM-006,INST-015,STU-2788,Upgrade Training,4.9,4.5,Passed,4
SESS-00214,2024-06-29,SIM-008,INST-019,STU-8126,Line Training,3.8,3.5999999999999996,Passed,3
SESS-01556,2024-06-29,SIM-012,INST-003,STU-5933,Initial Training,3.0,3.2,Passed,5
SESS-00311,2024-06-29,SIM-006,INST-011,STU-3773,Initial Training,3.8,3.4,Passed,5
SESS-00720,2024-06-29,SIM-003,INST-016,STU-6163,Recurrent Training,4.1,4.199999999999999,Passed,4
SESS-01592,2024-06-30,SIM-008,INST-001,STU-3282,Upgrade Training,3.8,3.8,Failed,4
SESS-00791,2024-06-30,SIM-009,INST-003,STU-3125,Line Training,4.1,4.199999999999999,Cancelled,3
SESS-01569,2024-06-30,SIM-002,INST-016,STU-5075,Line Training,2.9,3.1999999999999997,Passed,5
SESS-00974,2024-06-30,SIM-011,INST-018,STU-7219,Initial Training,4.7,4.6000000000000005,Passed,5
SESS-00800,2024-06-30,SIM-001,INST-024,STU-2084,Recurrent Training,4.3,4.8,Passed,4
SESS-01737,2024-06-30,SIM-003,INST-025,STU-6107,Initial Training,5.1,5.3999999999999995,Passed,4
SESS-02195,2024-06-30,SIM-005,INST-013,STU-4872,Upgrade Training,5.0,4.7,Failed,4
SESS-01181,2024-06-30,SIM-012,INST-010,STU-7897,Upgrade Training,2.5,2.5,Passed,5
SESS-01669,2024-06-30,SIM-012,INST-010,STU-8354,Type Rating,6.0,6.4,Completed,5
SESS-01887,2024-06-30,SIM-012,INST-010,STU-3500,Recurrent Training,5.1,4.8,Passed,3
SESS-00258,2024-06-30,SIM-007,INST-014,STU-5331,Initial Training,5.6,5.699999999999999,Passed,3
SESS-00348,2024-06-30,SIM-001,INST-014,STU-3725,Type Rating,5.1,5.199999999999999,Passed,3
SESS-00453,2024-07-01,SIM-009,INST-015,STU-4657,Upgrade Training,4.8,5.0,Failed,2
SESS-00431,2024-07-01,SIM-003,INST-020,STU-7492,Recurrent Training,2.4,2.4,Passed,5
SESS-01418,2024-07-01,SIM-011,INST-006,STU-2249,Recurrent Training,2.4,2.5,Cancelled,2
SESS-01292,2024-07-01,SIM-001,INST-024,STU-6410,Initial Training,3.5,3.8,Completed,3
SESS-00955,2024-07-01,SIM-010,INST-019,STU-3675,Line Training,3.8,3.4,Passed,4
SESS-01183,2024-07-02,SIM-003,INST-014,STU-6098,Initial Training,4.1,4.199999999999999,Passed,5
SESS-00133,2024-07-02,SIM-005,INST-017,STU-1992,Line Training,4.2,4.1000000000000005,Cancelled,2
SESS-00564,2024-07-02,SIM-001,INST-019,STU-8415,Line Training,2.8,2.4,Passed,5
SESS-00518,2024-07-02,SIM-003,INST-009,STU-4087,Recurrent Training,3.4,3.1,Failed,3
SESS-01767,2024-07-02,SIM-004,INST-010,STU-6018,Line Training,4.6,4.3,Passed,5
SESS-02261,2024-07-02,SIM-006,INST-024,STU-9337,Recurrent Training,4.8,4.6,Passed,5
SESS-01574,2024-07-02,SIM-002,INST-010,STU-8673,Line Training,4.0,3.9,Passed,4
SESS-01593,2024-07-02,SIM-011,INST-004,STU-9202,Initial Training,3.1,3.5,Cancelled,4
SESS-00835,2024-07-03,SIM-008,INST-020,STU-7835,Initial Training,2.6,2.3000000000000003,Passed,5
SESS-02488,2024-07-03,SIM-007,INST-017,STU-7392,Line Training,5.5,5.4,Passed,5
SESS-00466,2024-07-03,SIM-011,INST-019,STU-1062,Upgrade Training,5.4,5.300000000000001,Passed,4
SESS-00347,2024-07-03,SIM-011,INST-020,STU-9796,Initial Training,4.2,4.3,Passed,3
SESS-01192,2024-07-03,SIM-006,INST-024,STU-1719,Recurrent Training,4.5,5.0,Failed,2
SESS-00609,2024-07-03,SIM-006,INST-001,STU-7358,Type Rating,4.7,4.7,Passed,4
SESS-01701,2024-07-04,SIM-004,INST-004,STU-9773,Type Rating,4.6,4.3,Passed,3
SESS-00776,2024-07-04,SIM-002,INST-009,STU-2397,Type Rating,2.5,2.5,Passed,4
SESS-02069,2024-07-04,SIM-012,INST-014,STU-2079,Type Rating,3.3,3.4,Passed,5
SESS-01467,2024-07-04,SIM-003,INST-024,STU-8046,Upgrade Training,5.1,5.6,Completed,3
SESS-01659,2024-07-04,SIM-008,INST-015,STU-4782,Line Training,5.6,5.6,Passed,5
SESS-00140,2024-07-04,SIM-005,INST-019,STU-9408,Type Rating,5.0,5.1,Passed,4
SESS-02435,2024-07-04,SIM-012,INST-025,STU-4997,Line Training,4.7,5.1000000000000005,Passed,5
SESS-01537,2024-07-05,SIM-003,INST-024,STU-7317,Type Rating,5.7,6.2,Passed,5
SESS-00917,2024-07-05,SIM-004,INST-011,STU-1844,Type Rating,4.1,3.6999999999999997,Failed,3
SESS-01909,2024-07-06,SIM-011,INST-019,STU-2579,Line Training,2.5,2.5,Passed,5
SESS-00244,2024-07-06,SIM-002,INST-020,STU-7606,Type Rating,3.7,3.6,Failed,3
SESS-01627,2024-07-06,SIM-010,INST-012,STU-5795,Recurrent Training,3.8,4.2,Passed,3
SESS-02255,2024-07-06,SIM-008,INST-015,STU-6853,Initial Training,2.7,2.9000000000000004,Passed,3
SESS-01740,2024-07-06,SIM-011,INST-013,STU-8636,Initial Training,4.6,4.8999999999999995,Passed,4
SESS-00371,2024-07-06,SIM-005,INST-011,STU-9880,Line Training,5.1,5.3999999999999995,Passed,3
SESS-02097,2024-07-07,SIM-001,INST-003,STU-3322,Type Rating,5.5,5.3,Passed,5
SESS-02024,2024-07-07,SIM-011,INST-010,STU-1343,Initial Training,6.0,5.9,Failed,3
SESS-01064,2024-07-07,SIM-007,INST-003,STU-9399,Recurrent Training,3.4,3.1,Passed,4
SESS-01325,2024-07-07,SIM-012,INST-024,STU-1190,Initial Training,3.1,2.7,Passed,3
SESS-01528,2024-07-07,SIM-008,INST-003,STU-9807,Initial Training,2.9,3.4,Completed,5
SESS-00126,2024-07-07,SIM-006,INST-015,STU-5295,Type Rating,3.1,3.2,Passed,5
SESS-00633,2024-07-08,SIM-007,INST-014,STU-8925,Upgrade Training,5.1,4.8999999999999995,Passed,4
SESS-00943,2024-07-08,SIM-010,INST-024,STU-7326,Initial Training,2.6,2.5,Failed,3
SESS-01125,2024-07-08,SIM-009,INST-014,STU-5744,Upgrade Training,5.4,4.9,Passed,3
SESS-02082,2024-07-08,SIM-001,INST-009,STU-8758,Line Training,5.2,4.8,Failed,3
SESS-01041,2024-07-08,SIM-007,INST-017,STU-8506,Recurrent Training,4.5,4.1,Failed,3
SESS-01713,2024-07-08,SIM-011,INST-022,STU-8811,Type Rating,3.6,3.7,Passed,5
SESS-01765,2024-07-09,SIM-006,INST-020,STU-7191,Initial Training,2.6,2.8000000000000003,Passed,3
SESS-01724,2024-07-09,SIM-006,INST-019,STU-9509,Recurrent Training,5.2,5.3,Cancelled,3
SESS-00930,2024-07-09,SIM-009,INST-025,STU-5720,Recurrent Training,5.2,5.5,Passed,3
SESS-01723,2024-07-09,SIM-005,INST-011,STU-3718,Line Training,4.1,3.6999999999999997,Passed,5
SESS-00803,2024-07-09,SIM-012,INST-015,STU-8404,Initial Training,2.3,2.5999999999999996,Failed,3
SESS-02203,2024-07-09,SIM-005,INST-016,STU-3367,Initial Training,5.4,5.6000000000000005,Passed,5
SESS-02242,2024-07-09,SIM-009,INST-025,STU-8682,Initial Training,5.2,5.7,Passed,4
SESS-00507,2024-07-09,SIM-008,INST-003,STU-5269,Line Training,3.7,3.8000000000000003,Failed,3
SESS-02121,2024-07-09,SIM-009,INST-001,STU-2246,Recurrent Training,5.9,5.7,Passed,5
SESS-00514,2024-07-10,SIM-011,INST-015,STU-1230,Type Rating,2.2,2.6,Passed,5
SESS-00579,2024-07-10,SIM-008,INST-011,STU-9426,Line Training,2.1,2.4,Passed,4
SESS-02389,2024-07-10,SIM-003,INST-019,STU-5761,Initial Training,2.6,3.0,Failed,2
SESS-01982,2024-07-10,SIM-003,INST-020,STU-2136,Type Rating,5.2,5.7,Passed,3
SESS-00318,2024-07-10,SIM-008,INST-011,STU-7652,Line Training,3.1,3.1,Passed,3
SESS-02490,2024-07-10,SIM-001,INST-020,STU-5396,Recurrent Training,5.1,4.8999999999999995,Passed,5
SESS-01490,2024-07-10,SIM-002,INST-015,STU-9502,Type Rating,2.1,2.4,Passed,5
SESS-01257,2024-07-10,SIM-002,INST-019,STU-9171,Recurrent Training,4.5,4.3,Passed,3
SESS-00804,2024-07-10,SIM-004,INST-014,STU-1612,Recurrent Training,4.1,4.3999999999999995,Passed,3
SESS-01602,2024-07-10,SIM-005,INST-020,STU-1482,Type Rating,5.4,5.800000000000001,Completed,4
SESS-01776,2024-07-10,SIM-007,INST-007,STU-1081,Recurrent Training,4.7,4.7,Passed,4
SESS-01272,2024-07-10,SIM-007,INST-018,STU-9051,Type Rating,2.1,2.0,Passed,4
SESS-01205,2024-07-10,SIM-009,INST-003,STU-5170,Initial Training,5.6,5.699999999999999,Passed,3
SESS-01284,2024-07-10,SIM-002,INST-024,STU-4053,Line Training,4.9,5.1000000000000005,Passed,3
SESS-01481,2024-07-10,SIM-010,INST-024,STU-3898,Type Rating,5.7,5.8,Passed,3
SESS-00288,2024-07-11,SIM-011,INST-019,STU-2314,Initial Training,5.5,5.7,Failed,4
SESS-01942,2024-07-11,SIM-007,INST-004,STU-9502,Initial Training,4.2,4.6000000000000005,Passed,5
SESS-01158,2024-07-11,SIM-012,INST-025,STU-6864,Initial Training,4.7,4.6000000000000005,Passed,5
SESS-00329,2024-07-11,SIM-002,INST-001,STU-8075,Initial Training,2.9,2.6,Passed,5
SESS-00611,2024-07-11,SIM-003,INST-025,STU-7201,Line Training,4.3,4.2,Passed,5
SESS-01245,2024-07-12,SIM-007,INST-020,STU-4305,Type Rating,4.4,4.800000000000001,Completed,4
SESS-01620,2024-07-12,SIM-008,INST-016,STU-3051,Type Rating,4.2,4.1000000000000005,Completed,4
SESS-02439,2024-07-12,SIM-003,INST-025,STU-6647,Type Rating,5.1,5.0,Passed,3
SESS-01267,2024-07-12,SIM-003,INST-020,STU-3748,Type Rating,5.8,5.8,Passed,4
SESS-02126,2024-07-12,SIM-011,INST-017,STU-1489,Recurrent Training,2.9,2.4,Passed,4
SESS-01129,2024-07-12,SIM-004,INST-006,STU-8786,Line Training,4.3,4.6,Failed,4
SESS-00646,2024-07-12,SIM-010,INST-025,STU-8923,Upgrade Training,3.0,3.3,Passed,4
SESS-01441,2024-07-13,SIM-010,INST-012,STU-3700,Initial Training,3.3,2.9,Passed,4
SESS-00048,2024-07-13,SIM-007,INST-002,STU-8814,Type Rating,5.4,4.9,Passed,4
SESS-01530,2024-07-13,SIM-002,INST-020,STU-5422,Line Training,3.3,3.5,Passed,3
SESS-00536,2024-07-13,SIM-010,INST-023,STU-6875,Upgrade Training,4.7,4.8,Passed,5
SESS-02205,2024-07-13,SIM-009,INST-010,STU-8695,Recurrent Training,4.9,5.4,Passed,5
SESS-02052,2024-07-13,SIM-003,INST-020,STU-7363,Line Training,3.5,3.0,Failed,4
SESS-01672,2024-07-13,SIM-004,INST-014,STU-6250,Upgrade Training,3.5,3.4,Passed,5
SESS-02457,2024-07-13,SIM-011,INST-017,STU-2845,Type Rating,2.3,1.9999999999999998,Passed,4
SESS-01342,2024-07-13,SIM-006,INST-011,STU-1424,Recurrent Training,3.3,3.8,Passed,3
SESS-02337,2024-07-13,SIM-012,INST-009,STU-8730,Upgrade Training,4.3,4.3999999999999995,Passed,3
SESS-01307,2024-07-13,SIM-003,INST-015,STU-1027,Upgrade Training,3.5,3.3,Failed,4
SESS-00754,2024-07-14,SIM-001,INST-024,STU-9531,Initial Training,4.6,5.1,Completed,5
SESS-00105,2024-07-14,SIM-012,INST-001,STU-7325,Type Rating,3.3,3.8,Passed,5
SESS-01486,2024-07-14,SIM-005,INST-004,STU-2875,Recurrent Training,2.9,2.6,Passed,4
SESS-00190,2024-07-14,SIM-004,INST-013,STU-9239,Initial Training,3.8,3.8,Passed,3
SESS-02224,2024-07-14,SIM-009,INST-003,STU-7159,Line Training,2.5,2.3,Failed,2
SESS-00113,2024-07-14,SIM-008,INST-020,STU-4945,Recurrent Training,2.7,2.7,Passed,5
SESS-00566,2024-07-14,SIM-002,INST-009,STU-7349,Line Training,4.8,4.7,Completed,5
SESS-01395,2024-07-15,SIM-006,INST-010,STU-7393,Type Rating,2.7,2.6,Passed,4
SESS-01302,2024-07-15,SIM-005,INST-011,STU-5593,Type Rating,2.6,2.3000000000000003,Failed,3
SESS-00104,2024-07-15,SIM-002,INST-019,STU-4826,Recurrent Training,5.9,6.300000000000001,Passed,4
SESS-00637,2024-07-15,SIM-012,INST-016,STU-7564,Recurrent Training,3.5,3.6,Passed,5
SESS-02484,2024-07-15,SIM-005,INST-017,STU-9879,Initial Training,4.0,3.6,Passed,5
SESS-00100,2024-07-15,SIM-005,INST-022,STU-4122,Initial Training,3.0,3.4,Passed,5
SESS-01417,2024-07-15,SIM-007,INST-002,STU-2841,Line Training,2.9,2.9,Failed,2
SESS-02196,2024-07-15,SIM-008,INST-019,STU-4328,Upgrade Training,3.3,3.3,Passed,3
SESS-01761,2024-07-16,SIM-005,INST-004,STU-3551,Recurrent Training,2.1,2.1,Passed,3
SESS-00210,2024-07-16,SIM-001,INST-010,STU-6554,Initial Training,5.6,6.1,Passed,4
SESS-01957,2024-07-16,SIM-003,INST-011,STU-2697,Line Training,4.1,4.3999999999999995,Passed,5
SESS-02073,2024-07-16,SIM-006,INST-009,STU-7874,Initial Training,2.6,3.0,Passed,3
SESS-02445,2024-07-17,SIM-006,INST-019,STU-9255,Initial Training,2.3,1.9999999999999998,Completed,3
SESS-01253,2024-07-17,SIM-010,INST-012,STU-3177,Upgrade Training,3.3,3.0999999999999996,Passed,5
SESS-02315,2024-07-17,SIM-012,INST-016,STU-4153,Type Rating,3.7,4.0,Passed,4
SESS-00361,2024-07-17,SIM-012,INST-014,STU-7431,Upgrade Training,5.9,6.0,Passed,4
SESS-01667,2024-07-17,SIM-005,INST-014,STU-7919,Type Rating,2.5,2.4,Failed,3
SESS-00712,2024-07-17,SIM-011,INST-019,STU-9026,Recurrent Training,2.4,2.4,Passed,5
SESS-02010,2024-07-17,SIM-005,INST-015,STU-4022,Initial Training,2.4,2.0,Passed,5
SESS-00331,2024-07-18,SIM-012,INST-024,STU-6188,Initial Training,4.8,4.7,Passed,3
SESS-01594,2024-07-18,SIM-006,INST-009,STU-9405,Recurrent Training,3.4,3.0,Passed,5
SESS-01885,2024-07-18,SIM-003,INST-015,STU-1309,Upgrade Training,3.2,2.7,Passed,4
SESS-02495,2024-07-18,SIM-001,INST-016,STU-3747,Initial Training,2.7,3.2,Failed,2
SESS-02267,2024-07-18,SIM-008,INST-020,STU-4056,Type Rating,5.4,5.7,Passed,4
SESS-02388,2024-07-18,SIM-008,INST-016,STU-5777,Type Rating,3.8,4.2,Completed,5
SESS-00325,2024-07-18,SIM-010,INST-008,STU-9856,Recurrent Training,4.3,4.1,Passed,5
SESS-01250,2024-07-18,SIM-002,INST-015,STU-4485,Type Rating,3.6,3.6,Passed,3
SESS-00991,2024-07-18,SIM-002,INST-020,STU-8986,Initial Training,3.7,4.0,Passed,5
SESS-00876,2024-07-18,SIM-004,INST-013,STU-2749,Initial Training,4.6,4.699999999999999,Passed,4
SESS-01141,2024-07-18,SIM-006,INST-011,STU-2617,Recurrent Training,2.1,1.9000000000000001,Passed,4
SESS-02117,2024-07-19,SIM-007,INST-017,STU-3707,Initial Training,4.9,5.300000000000001,Passed,4
SESS-02266,2024-07-19,SIM-006,INST-015,STU-4137,Initial Training,4.6,4.3999999999999995,Passed,3
SESS-00604,2024-07-19,SIM-005,INST-016,STU-4658,Initial Training,4.6,5.0,Passed,5
SESS-01072,2024-07-20,SIM-001,INST-014,STU-1741,Initial Training,2.7,2.3000000000000003,Passed,5
SESS-00342,2024-07-20,SIM-008,INST-009,STU-6980,Line Training,3.5,3.1,Passed,5
SESS-00551,2024-07-20,SIM-004,INST-010,STU-4532,Recurrent Training,2.8,2.8,Failed,2
SESS-01329,2024-07-20,SIM-012,INST-014,STU-9788,Recurrent Training,3.6,3.9,Passed,5
SESS-01363,2024-07-20,SIM-007,INST-007,STU-4562,Recurrent Training,2.0,2.4,Passed,5
SESS-01596,2024-07-20,SIM-004,INST-019,STU-2117,Line Training,5.1,5.5,Passed,5
SESS-01057,2024-07-20,SIM-007,INST-018,STU-7120,Line Training,4.7,4.8,Passed,3
SESS-00426,2024-07-20,SIM-010,INST-012,STU-6345,Recurrent Training,3.2,3.0,Passed,4
SESS-01025,2024-07-20,SIM-003,INST-019,STU-5186,Initial Training,3.6,3.4,Failed,2
SESS-00483,2024-07-21,SIM-006,INST-011,STU-6431,Upgrade Training,4.7,4.9,Passed,3
SESS-01878,2024-07-21,SIM-009,INST-015,STU-8968,Recurrent Training,2.5,2.8,Passed,5
SESS-01151,2024-07-21,SIM-009,INST-011,STU-3014,Upgrade Training,4.3,4.6,Passed,5
SESS-01971,2024-07-21,SIM-011,INST-015,STU-4525,Initial Training,4.8,5.0,Failed,3
SESS-00641,2024-07-21,SIM-003,INST-009,STU-7642,Line Training,5.1,5.199999999999999,Passed,5
SESS-01405,2024-07-21,SIM-010,INST-023,STU-3550,Line Training,3.1,3.0,Passed,5
SESS-01795,2024-07-21,SIM-001,INST-014,STU-5073,Type Rating,3.4,3.1,Completed,5
SESS-00451,2024-07-21,SIM-006,INST-003,STU-2655,Type Rating,3.5,3.3,Failed,3
SESS-01323,2024-07-22,SIM-003,INST-003,STU-9005,Initial Training,3.0,2.8,Passed,5
SESS-01625,2024-07-22,SIM-010,INST-012,STU-8843,Recurrent Training,6.0,6.2,Passed,5
SESS-01394,2024-07-22,SIM-010,INST-019,STU-9110,Type Rating,5.2,5.4,Passed,5
SESS-01282,2024-07-22,SIM-002,INST-011,STU-6047,Recurrent Training,3.1,2.6,Passed,3
SESS-01042,2024-07-22,SIM-010,INST-019,STU-4476,Recurrent Training,5.5,5.7,Cancelled,4
SESS-00305,2024-07-22,SIM-006,INST-001,STU-4921,Recurrent Training,4.8,4.8999999999999995,Passed,4
SESS-01694,2024-07-22,SIM-004,INST-014,STU-3098,Line Training,4.6,4.8999999999999995,Passed,4
SESS-00125,2024-07-22,SIM-012,INST-003,STU-6992,Recurrent Training,5.4,5.0,Passed,4
SESS-00468,2024-07-22,SIM-006,INST-001,STU-8715,Initial Training,5.4,5.4,Passed,5
SESS-00403,2024-07-22,SIM-009,INST-020,STU-9300,Type Rating,5.7,5.5,Failed,4
SESS-02415,2024-07-22,SIM-001,INST-016,STU-2448,Upgrade Training,5.5,5.8,Passed,3
SESS-01892,2024-07-23,SIM-009,INST-016,STU-4254,Recurrent Training,3.5,3.2,Passed,4
SESS-02248,2024-07-23,SIM-008,INST-015,STU-7869,Upgrade Training,4.0,4.1,Passed,4
SESS-01803,2024-07-23,SIM-008,INST-020,STU-3969,Line Training,4.0,4.2,Completed,4
SESS-00349,2024-07-23,SIM-005,INST-014,STU-6432,Upgrade Training,5.9,6.4,Passed,4
SESS-01373,2024-07-23,SIM-002,INST-025,STU-9222,Recurrent Training,3.3,3.5,Passed,5
SESS-00735,2024-07-23,SIM-006,INST-010,STU-9221,Type Rating,4.2,4.1000000000000005,Passed,5
SESS-01339,2024-07-23,SIM-003,INST-001,STU-8472,Line Training,3.5,3.1,Failed,3
SESS-02442,2024-07-23,SIM-007,INST-022,STU-9871,Line Training,5.4,5.0,Passed,5
SESS-00142,2024-07-24,SIM-006,INST-025,STU-7984,Type Rating,2.2,2.4000000000000004,Passed,4
SESS-01927,2024-07-24,SIM-012,INST-020,STU-5857,Initial Training,5.4,5.300000000000001,Passed,5
SESS-00003,2024-07-24,SIM-001,INST-019,STU-1960,Recurrent Training,3.6,3.3000000000000003,Passed,3
SESS-01177,2024-07-24,SIM-011,INST-011,STU-2570,Upgrade Training,2.2,2.3000000000000003,Passed,4
SESS-00404,2024-07-24,SIM-006,INST-024,STU-2350,Upgrade Training,5.1,5.199999999999999,Passed,5
SESS-00533,2024-07-24,SIM-004,INST-016,STU-7557,Line Training,5.3,5.8,Passed,4
SESS-00822,2024-07-24,SIM-010,INST-023,STU-7773,Type Rating,5.2,4.9,Passed,3
SESS-00543,2024-07-25,SIM-004,INST-011,STU-4850,Upgrade Training,2.9,2.5,Passed,4
SESS-02072,2024-07-25,SIM-001,INST-009,STU-8596,Initial Training,3.9,4.3,Passed,4
SESS-00513,2024-07-25,SIM-005,INST-006,STU-8029,Recurrent Training,4.5,5.0,Passed,4
SESS-01213,2024-07-25,SIM-009,INST-009,STU-7647,Line Training,5.3,5.6,Passed,5
SESS-01750,2024-07-25,SIM-003,INST-001,STU-7821,Line Training,4.1,4.3999999999999995,Failed,4
SESS-01730,2024-07-25,SIM-002,INST-001,STU-5173,Upgrade Training,4.9,5.0,Passed,5
SESS-01409,2024-07-25,SIM-006,INST-019,STU-2642,Recurrent Training,3.8,4.0,Passed,3
SESS-01715,2024-07-25,SIM-009,INST-016,STU-8758,Initial Training,4.4,4.4,Completed,5
SESS-00983,2024-07-26,SIM-010,INST-025,STU-8938,Initial Training,3.4,3.4,Passed,3
SESS-01469,2024-07-26,SIM-002,INST-010,STU-2338,Recurrent Training,2.3,2.0999999999999996,Passed,5
SESS-02222,2024-07-26,SIM-003,INST-019,STU-5119,Line Training,5.1,5.1,Passed,4
SESS-01827,2024-07-27,SIM-010,INST-024,STU-9515,Type Rating,5.0,5.5,Passed,4
SESS-00911,2024-07-27,SIM-010,INST-023,STU-4571,Upgrade Training,5.0,4.6,Passed,4
SESS-02400,2024-07-27,SIM-010,INST-012,STU-1569,Line Training,6.0,6.2,Completed,3
SESS-00487,2024-07-27,SIM-011,INST-018,STU-8937,Type Rating,2.8,3.0999999999999996,Passed,4
SESS-00022,2024-07-27,SIM-001,INST-019,STU-3532,Type Rating,3.4,3.8,Passed,3
SESS-00333,2024-07-27,SIM-008,INST-016,STU-2692,Initial Training,3.8,3.3,Passed,4
SESS-02409,2024-07-27,SIM-011,INST-015,STU-4190,Line Training,5.4,5.1000000000000005,Passed,5
SESS-01717,2024-07-27,SIM-007,INST-017,STU-1091,Type Rating,3.3,3.0999999999999996,Passed,3
SESS-00494,2024-07-28,SIM-007,INST-002,STU-9409,Recurrent Training,4.7,4.2,Passed,5
SESS-01286,2024-07-28,SIM-012,INST-010,STU-8220,Recurrent Training,5.2,5.3,Passed,5
SESS-01660,2024-07-28,SIM-004,INST-019,STU-6929,Type Rating,4.8,4.3999999999999995,Passed,5
SESS-01865,2024-07-28,SIM-010,INST-008,STU-6793,Type Rating,5.0,5.1,Passed,3
SESS-02029,2024-07-28,SIM-004,INST-006,STU-7140,Upgrade Training,3.5,3.6,Passed,3
SESS-00091,2024-07-28,SIM-008,INST-009,STU-6460,Initial Training,5.9,5.7,Passed,3
SESS-00947,2024-07-28,SIM-004,INST-013,STU-5478,Upgrade Training,5.0,4.9,Completed,5
SESS-01236,2024-07-28,SIM-002,INST-025,STU-8388,Type Rating,4.0,3.7,Passed,3
SESS-01207,2024-07-28,SIM-007,INST-003,STU-7021,Line Training,3.7,4.0,Passed,4
SESS-02451,2024-07-29,SIM-007,INST-003,STU-3130,Initial Training,5.5,5.6,Passed,4
SESS-01716,2024-07-29,SIM-003,INST-003,STU-6102,Recurrent Training,2.2,2.4000000000000004,Passed,3
SESS-02316,2024-07-29,SIM-001,INST-016,STU-5713,Line Training,2.5,2.3,Cancelled,4
SESS-01484,2024-07-29,SIM-012,INST-024,STU-2698,Type Rating,4.6,4.6,Passed,5
SESS-00537,2024-07-29,SIM-006,INST-011,STU-8220,Recurrent Training,3.9,3.4,Passed,4
SESS-01758,2024-07-30,SIM-005,INST-017,STU-4702,Recurrent Training,3.1,3.4,Passed,4
SESS-00023,2024-07-30,SIM-006,INST-025,STU-1406,Recurrent Training,5.9,5.6000000000000005,Passed,4
SESS-00557,2024-07-30,SIM-010,INST-024,STU-9393,Line Training,3.8,3.5999999999999996,Passed,5
SESS-01425,2024-07-30,SIM-008,INST-019,STU-6463,Line Training,4.0,3.6,Passed,5
SESS-02004,2024-07-30,SIM-005,INST-016,STU-7178,Line Training,3.6,3.4,Completed,3
SESS-01524,2024-07-31,SIM-006,INST-019,STU-5931,Type Rating,2.3,2.0999999999999996,Completed,4
SESS-01489,2024-07-31,SIM-007,INST-018,STU-4957,Line Training,3.2,2.7,Failed,3
SESS-01092,2024-07-31,SIM-012,INST-015,STU-9089,Recurrent Training,4.4,4.2,Passed,3
SESS-01100,2024-07-31,SIM-007,INST-020,STU-1107,Recurrent Training,2.5,2.2,Passed,4
SESS-00101,2024-07-31,SIM-009,INST-003,STU-6568,Recurrent Training,5.5,5.9,Passed,5
SESS-02250,2024-07-31,SIM-008,INST-016,STU-8752,Initial Training,3.6,4.1,Passed,4
SESS-01005,2024-07-31,SIM-004,INST-010,STU-7591,Initial Training,4.7,4.5,Passed,5
SESS-00887,2024-07-31,SIM-005,INST-017,STU-3753,Type Rating,2.5,2.7,Passed,5
SESS-01804,2024-07-31,SIM-005,INST-013,STU-3126,Type Rating,3.6,3.4,Completed,4
SESS-00194,2024-07-31,SIM-007,INST-002,STU-1872,Initial Training,5.5,5.4,Failed,3
SESS-01561,2024-08-01,SIM-012,INST-009,STU-5526,Line Training,5.6,5.3999999999999995,Passed,3
SESS-02026,2024-08-01,SIM-012,INST-019,STU-8546,Line Training,2.8,3.0,Passed,4
SESS-02239,2024-08-01,SIM-007,INST-018,STU-3484,Recurrent Training,2.8,2.6999999999999997,Passed,5
SESS-00962,2024-08-01,SIM-006,INST-003,STU-8544,Upgrade Training,4.8,5.2,Passed,3
SESS-01590,2024-08-01,SIM-002,INST-025,STU-7960,Initial Training,4.8,4.3999999999999995,Passed,4
SESS-01392,2024-08-02,SIM-012,INST-024,STU-9581,Type Rating,5.6,6.0,Completed,5
SESS-00255,2024-08-02,SIM-007,INST-006,STU-3481,Type Rating,2.8,2.6999999999999997,Passed,3
SESS-00049,2024-08-02,SIM-011,INST-019,STU-9818,Line Training,5.0,5.2,Failed,4
SESS-00459,2024-08-02,SIM-011,INST-013,STU-3725,Type Rating,2.2,2.6,Passed,4
SESS-00047,2024-08-03,SIM-003,INST-020,STU-7381,Initial Training,3.7,4.1000000000000005,Passed,5
SESS-00401,2024-08-03,SIM-006,INST-016,STU-6986,Recurrent Training,3.5,3.5,Passed,3
SESS-02353,2024-08-03,SIM-006,INST-003,STU-2778,Line Training,2.1,1.7000000000000002,Passed,3
SESS-01427,2024-08-03,SIM-010,INST-024,STU-9633,Recurrent Training,3.5,3.6,Passed,5
SESS-00534,2024-08-03,SIM-003,INST-014,STU-3732,Initial Training,4.8,4.3999999999999995,Passed,5
SESS-00926,2024-08-03,SIM-001,INST-019,STU-8272,Upgrade Training,5.7,5.9,Passed,3
